"word","present","len","vowels","consonants","nonletters"
"ccalista",0,8,3,5,0
"hybridomata",1,11,4,7,0
"inquinembed",0,11,5,6,0
"mauk",1,4,2,2,0
"sublimification",1,15,7,8,0
"herous",0,6,3,3,0
"dottiest",1,8,3,5,0
"stubborn",1,8,2,6,0
"exactresses",1,11,4,7,0
"paggast",0,7,2,5,0
"serjeancy",1,9,3,6,0
"sherlock",1,8,2,6,0
"''y'ekwtccnqxtrkqh",0,18,1,17,3
"nonfold",0,7,2,5,0
"ryjxmnchgt",0,10,0,10,0
"possinian",0,9,4,5,0
"mely",0,4,1,3,0
"dunnakin",1,8,3,5,0
"fiomyd",0,6,2,4,0
"antiauthoritarianisms",1,21,10,11,0
"abs",1,3,1,2,0
"prelaxation",0,11,5,6,0
"paras",1,5,2,3,0
"strainor",0,8,3,5,0
"llrycpwnfsrbrrxctddzttgnfbfr",0,28,0,28,0
"atocuiev'''x",0,12,5,7,3
"grottier",1,8,3,5,0
"avgaseometry",0,12,5,7,0
"francophobe",1,11,4,7,0
"foldout",1,7,3,4,0
"slidles",0,7,2,5,0
"unbounda",0,8,4,4,0
"ples",0,4,1,3,0
"unbolster",1,9,3,6,0
"slidable",1,8,3,5,0
"fouettes",1,8,4,4,0
"esmiykyejkvyozllz",0,17,4,13,0
"contain",1,7,3,4,0
"craal",1,5,2,3,0
"pecronsierter",0,13,5,8,0
"distillated",0,11,4,7,0
"indiscreditably",0,15,5,10,0
"medigamous",0,10,5,5,0
"gotchias",0,8,3,5,0
"reflectograph",1,13,4,9,0
"resistlessness",1,14,4,10,0
"herskowitz",1,10,3,7,0
"jwpcpptapzjx'vniwum'",0,20,3,17,2
"peracetic",1,9,4,5,0
"ctiphe",0,6,2,4,0
"sego",1,4,2,2,0
"hyperpigments",0,13,3,10,0
"machedisstebychifurtinis",0,24,8,16,0
"calamodendron",1,13,5,8,0
"unmature",1,8,4,4,0
"baudekin",1,8,4,4,0
"nonsy",0,5,1,4,0
"heykwxlpddizgulzc",0,17,3,14,0
"bafwaicytavbmuuahihbyacri",0,25,10,15,0
"furned",0,6,2,4,0
"qjpiqivhpfuqc",0,13,3,10,0
"teonanachronism",0,15,6,9,0
"limnobiology",1,12,5,7,0
"swordistoped",0,12,4,8,0
"dhechukcivrsrv'hr",0,17,3,14,1
"grunberg",1,8,2,6,0
"dolgellau",1,9,4,5,0
"anosmia",1,7,4,3,0
"introductorinesses",1,18,7,11,0
"estonians",1,9,4,5,0
"festatus",1,8,3,5,0
"vindahl",0,7,2,5,0
"almightings",0,11,3,8,0
"bohykkhed",0,9,2,7,0
"physiogenic",1,11,4,7,0
"netropreased",0,12,5,7,0
"erarviethifia",0,13,7,6,0
"cevdet",1,6,2,4,0
"pennysiller",1,11,3,8,0
"saccadge",1,8,3,5,0
"olefinic",1,8,4,4,0
"aquarelle",1,9,5,4,0
"gawknochroni",0,12,4,8,0
"go",1,2,1,1,0
"floozie",1,7,4,3,0
"ligeance",1,8,4,4,0
"figurativeness",1,14,6,8,0
"jokebook",1,8,4,4,0
"exosporium",1,10,5,5,0
"nqwvlsbfznwl",0,12,0,12,0
"barnes",1,6,2,4,0
"graveship",1,9,3,6,0
"laes",0,4,2,2,0
"transposability",1,15,5,10,0
"casark",0,6,2,4,0
"biometry",1,8,3,5,0
"brasilians",0,10,4,6,0
"diastematic",1,11,5,6,0
"measures",1,8,4,4,0
"underexposing",1,13,5,8,0
"dhe",0,3,1,2,0
"xdeqhefxsdwgzvl'uqbla",0,21,4,17,1
"mayon",0,5,2,3,0
"challaning",1,10,3,7,0
"hmy",0,3,0,3,0
"ameliorate",1,10,6,4,0
"iconoclastics",0,13,5,8,0
"measure",1,7,4,3,0
"u'jdruljip",0,10,3,7,1
"obtusenesses",1,12,5,7,0
"topee",1,5,3,2,0
"swimminute",0,10,4,6,0
"kernon",0,6,2,4,0
"cohn",1,4,1,3,0
"siamese",1,7,4,3,0
"polkily",0,7,2,5,0
"pywhb",0,5,0,5,0
"enlargens",1,9,3,6,0
"plna",0,4,1,3,0
"preacher",1,8,3,5,0
"staphyle",1,8,2,6,0
"gently",1,6,1,5,0
"fireworm",1,8,3,5,0
"shau",0,4,2,2,0
"nonderdeidae",0,12,6,6,0
"yfys",0,4,0,4,0
"omsvlhutajgxjm",0,14,3,11,0
"zmzcqwwec",0,9,1,8,0
"emile",1,5,3,2,0
"tackhearsenidae",0,15,7,8,0
"metagrobolising",1,15,6,9,0
"preswallow",1,10,3,7,0
"piecree",0,7,4,3,0
"verdubitation",0,13,6,7,0
"sabblaysiollickeeps",0,19,7,12,0
"merinesseisms",0,13,5,8,0
"kness",0,5,1,4,0
"fritz",1,5,1,4,0
"predefinitions",1,14,6,8,0
"applity",0,7,2,5,0
"sonsofbitchers",0,14,4,10,0
"detachability",1,13,5,8,0
"cogory",0,6,2,4,0
"fischbein",1,9,3,6,0
"polychromatophilic",1,18,6,12,0
"dacelonings",0,11,4,7,0
"orata",0,5,3,2,0
"maypop",1,6,2,4,0
"prmaafztgwcjwsm",0,15,2,13,0
"cologisticularchia",0,18,8,10,0
"faultlessness",1,13,4,9,0
"'tcygwlvugq",0,11,1,10,1
"bucraniophagies",0,15,7,8,0
"aspiculous",1,10,5,5,0
"belvice",0,7,3,4,0
"tkoumttznkqkgbu",0,15,3,12,0
"gconv",1,5,1,4,0
"bryanidraman",0,12,4,8,0
"tunnell",1,7,2,5,0
"gloquenterlenced",0,16,6,10,0
"pmadoppralinaun",0,15,6,9,0
"syagush",1,7,2,5,0
"unicule",0,7,4,3,0
"glawlithyl",0,10,2,8,0
"pseudocumidine",1,14,7,7,0
"piecework",1,9,4,5,0
"octodywidge",0,11,4,7,0
"renegade",1,8,4,4,0
"chomartevoly",0,12,4,8,0
"paraclete",1,9,4,5,0
"chinin",1,6,2,4,0
"nonichawbasationortrofs",0,23,9,14,0
"mir",1,3,1,2,0
"irrate",1,6,3,3,0
"isordinatanic",0,13,6,7,0
"asseal",1,6,3,3,0
"counterdecree",1,13,6,7,0
"tjvylmwwswowi",0,13,2,11,0
"yellowest",1,9,3,6,0
"exp",1,3,1,2,0
"eroncorylovermoinisevaddi",0,25,11,14,0
"selfeffacing",1,12,4,8,0
"overmournfulness",1,16,6,10,0
"gantlope",1,8,3,5,0
"outgars",0,7,3,4,0
"persatcherprefeadin",0,19,7,12,0
"moothouse",1,9,5,4,0
"velociraptors",1,13,5,8,0
"polyclinic",1,10,3,7,0
"tunaburger",1,10,4,6,0
"unjumbled",1,9,3,6,0
"danuriases",0,10,5,5,0
"teless",0,6,2,4,0
"stammels",1,8,2,6,0
"amphicyonin",0,11,4,7,0
"hollidam",1,8,3,5,0
"hardshell",1,9,2,7,0
"hatful",1,6,2,4,0
"boutiques",1,9,5,4,0
"besmoothhound",0,13,5,8,0
"midspace",1,8,3,5,0
"chondrosarcoma",1,14,5,9,0
"heavy",1,5,2,3,0
"baguios",1,7,4,3,0
"necrotomist",1,11,4,7,0
"conelike",1,8,4,4,0
"ble",0,3,1,2,0
"appropinqued",1,12,5,7,0
"unressianden",0,12,5,7,0
"incorporeal",1,11,5,6,0
"coagencies",1,10,5,5,0
"phanlike",0,8,3,5,0
"selector",1,8,3,5,0
"pholading",0,9,3,6,0
"dauntless",1,9,3,6,0
"mundy",1,5,1,4,0
"mermithidae",1,11,5,6,0
"ffborbbuw'zzuzpwztsdjauhnhtg",0,28,5,23,1
"casually",1,8,3,5,0
"educt",1,5,2,3,0
"corny",1,5,1,4,0
"nicadle",0,7,3,4,0
"lordkin",1,7,2,5,0
"biskiose",0,8,4,4,0
"verbalised",1,10,4,6,0
"megasyntheton",0,13,4,9,0
"moingwena",1,9,4,5,0
"camery",0,6,2,4,0
"phonautographies",0,16,7,9,0
"lifs",0,4,1,3,0
"bonelopeen",0,10,5,5,0
"physicomorphite",0,15,5,10,0
"electrometers",1,13,5,8,0
"arraigners",1,10,4,6,0
"bqkcnvyykbhurkim'ay",0,19,3,16,1
"reecho",1,6,3,3,0
"amplorableness",0,14,5,9,0
"ostopsine",0,9,4,5,0
"cllatae",0,7,3,4,0
"rayshell",1,8,2,6,0
"telautomatises",0,14,7,7,0
"typhonian",1,9,3,6,0
"tracheoschisis",1,14,5,9,0
"pressive",1,8,3,5,0
"dalmatian",1,9,4,5,0
"belium",0,6,3,3,0
"thistochronograph",0,17,5,12,0
"consignificant",1,14,5,9,0
"und",0,3,1,2,0
"unwarfurties",0,12,5,7,0
"munsey",1,6,2,4,0
"psomiveroograccitintnck",0,23,8,15,0
"ercurvents",0,10,3,7,0
"unhuzzaed",1,9,4,5,0
"eury",0,4,2,2,0
"euphemise",1,9,5,4,0
"johnsones",0,9,3,6,0
"dogsledders",1,11,3,8,0
"conishake",0,9,4,5,0
"catostomoid",1,11,5,6,0
"cuddlelessnesses",0,16,5,11,0
"consumerism",1,11,4,7,0
"earflaps",1,8,3,5,0
"jamnis",1,6,2,4,0
"witis",0,5,2,3,0
"charcutered",0,11,4,7,0
"phamad",0,6,2,4,0
"danya",1,5,2,3,0
"conskewomed",0,11,4,7,0
"galese",0,6,3,3,0
"gmelinas",1,8,3,5,0
"whizkid",1,7,2,5,0
"samite",1,6,3,3,0
"mazarinades",1,11,5,6,0
"ynfeqdsoegogfadtqulsxn",0,22,6,16,0
"downweed",1,8,3,5,0
"vocability",1,10,4,6,0
"trolleyed",1,9,3,6,0
"rebellow",1,8,3,5,0
"oieitssdu",0,9,5,4,0
"brace",1,5,2,3,0
"entourage",1,9,5,4,0
"synagogue",1,9,4,5,0
"cliquier",1,8,4,4,0
"cushing",1,7,2,5,0
"cpa",1,3,1,2,0
"worantennl",0,10,3,7,0
"ullit",0,5,2,3,0
"nonsick",0,7,2,5,0
"nfllinggiddvftqnrirnzqlfskxe",0,28,4,24,0
"joriykqevo",0,10,4,6,0
"genelders",0,9,3,6,0
"caulics",0,7,3,4,0
"gingicanses",0,11,4,7,0
"montluion",1,9,4,5,0
"dutchwoman",1,10,3,7,0
"purdy",1,5,1,4,0
"forger",1,6,2,4,0
"hwcstlnnezkaqupxs",0,17,3,14,0
"ackfaceucaretert",0,16,7,9,0
"glacis",1,6,2,4,0
"belauds",1,7,3,4,0
"tapermaking",1,11,4,7,0
"ovid",1,4,2,2,0
"'",0,1,0,1,1
"intoxicatingly",1,14,5,9,0
"growers",1,7,2,5,0
"recuperableness",0,15,6,9,0
"agerartiee",0,10,6,4,0
"amichhofleism",0,13,5,8,0
"slinte",1,6,2,4,0
"eycuhylmv'",0,10,2,8,1
"nonblockinged",0,13,4,9,0
"rcanemariptren",0,14,5,9,0
"strenuousness",1,13,5,8,0
"dennisville",1,11,4,7,0
"miba",0,4,2,2,0
"caryllium",0,9,3,6,0
"floccinaucinihilipilification",1,29,14,15,0
"skenai",1,6,3,3,0
"scitur",0,6,2,4,0
"begoniaceae",1,11,7,4,0
"dicrack",0,7,2,5,0
"acculturizing",1,13,5,8,0
"laundercut",0,10,4,6,0
"scollating",0,10,3,7,0
"circaeaceae",1,11,7,4,0
"adulterna",0,9,4,5,0
"paschals",1,8,2,6,0
"trn",0,3,0,3,0
"lametersenic",0,12,5,7,0
"'oupctdtgbbtgdsi",0,16,3,13,1
"ungilt",1,6,2,4,0
"kscaent",0,7,2,5,0
"embargoed",1,9,4,5,0
"macrorhagias",0,12,5,7,0
"tzcjvgtnjuzvvhenhpyzkxg",0,23,2,21,0
"overfierce",1,10,5,5,0
"boxyn",0,5,1,4,0
"cagers",1,6,2,4,0
"polygenisms",1,11,3,8,0
"kosice",1,6,3,3,0
"paratomial",1,10,5,5,0
"disilludes",1,10,4,6,0
"aeroehmic",0,9,5,4,0
"saccomyidae",1,11,5,6,0
"depraving",1,9,3,6,0
"'bvybgz'xvchelzo'pzuyqep",0,24,4,20,3
"infraordinals",0,13,5,8,0
"zumlzgpyctjynqy'nldjampwzrdgpm",0,30,2,28,1
"rollicker",1,9,3,6,0
"pupikeand",0,9,4,5,0
"rpq",1,3,0,3,0
"nucles",0,6,2,4,0
"consubstanitise",0,15,6,9,0
"gyktmlnjrnmbd'cxe",0,17,1,16,1
"cantings",1,8,2,6,0
"phragmipedium",1,13,5,8,0
"mahopac",1,7,3,4,0
"catisea",0,7,4,3,0
"kirgirds",0,8,2,6,0
"tunnelmaking",1,12,4,8,0
"bothe",1,5,2,3,0
"approximately",1,13,5,8,0
"heboks",0,6,2,4,0
"christyna",1,9,2,7,0
"crustlessness",0,13,3,10,0
"dialytically",1,12,4,8,0
"wfhmbbrwltr",0,11,0,11,0
"pliosaur",1,8,4,4,0
"ctierpktzszyf",0,13,2,11,0
"ekslmourarr",0,11,4,7,0
"mediotarsal",1,11,5,6,0
"replunges",1,9,3,6,0
"lieges",1,6,3,3,0
"busk",1,4,1,3,0
"rgubufggirkbslzpw",0,17,3,14,0
"sperquideutaker",0,15,7,8,0
"coccuse",0,7,3,4,0
"troubleshooting",1,15,6,9,0
"mayme",1,5,2,3,0
"xkq'zhjafz",0,10,1,9,1
"monensin",1,8,3,5,0
"faciebitia",0,10,6,4,0
"pullback",1,8,2,6,0
"wmeus",0,5,2,3,0
"ucjc'ylkf'dlxzgszhf'l",0,21,1,20,3
"scarfpin",1,8,2,6,0
"tolon",0,5,2,3,0
"conductiblock",0,13,4,9,0
"colpo",0,5,2,3,0
"botalluckofictually",0,19,7,12,0
"rehboc",1,6,2,4,0
"pondus",1,6,2,4,0
"kymri",1,5,1,4,0
"woodwin",0,7,3,4,0
"orobances",0,9,4,5,0
"douziemes",1,9,5,4,0
"feuillage",1,9,5,4,0
"ssxgnlaujdujlbjh'ggzwmzw",0,24,3,21,1
"quinderfish",0,11,4,7,0
"civium",0,6,3,3,0
"ductomyrishbosess",0,17,5,12,0
"wyking",0,6,1,5,0
"antivandalism",1,13,5,8,0
"encephalotomy",1,13,5,8,0
"linolenic",1,9,4,5,0
"pleurers",0,8,3,5,0
"goldshier",0,9,3,6,0
"carnes",1,6,2,4,0
"arbuscultus",0,11,4,7,0
"gloxinia",1,8,4,4,0
"drollness",1,9,2,7,0
"manuscriptal",1,12,4,8,0
"bles",0,4,1,3,0
"agami",1,5,3,2,0
"edan",1,4,2,2,0
"carlyn",1,6,1,5,0
"daesson",0,7,3,4,0
"violer",1,6,3,3,0
"chining",1,7,2,5,0
"borosilicate",1,12,6,6,0
"kyanism",0,7,2,5,0
"uyziezqpjidosnbqpehgpve",0,23,7,16,0
"weingartner",1,11,4,7,0
"inebriant",1,9,4,5,0
"filoplumaceous",1,14,7,7,0
"alkalises",1,9,4,5,0
"protomartyr",1,11,3,8,0
"miscaller",1,9,3,6,0
"lucubration",1,11,5,6,0
"wawaka",1,6,3,3,0
"divebombing",1,11,4,7,0
"unscaly",1,7,2,5,0
"zmiz",0,4,1,3,0
"zincivier",0,9,4,5,0
"ueneengelewerotiffowapidelaly",0,29,14,15,0
"choultry",1,8,2,6,0
"intraphilosophic",1,16,6,10,0
"surestation",0,11,5,6,0
"trestles",1,8,2,6,0
"praepubis",1,9,4,5,0
"favowerlunut",0,12,5,7,0
"mifflinburg",1,11,3,8,0
"florey",1,6,2,4,0
"ghardaoa",1,8,4,4,0
"guggles",1,7,2,5,0
"riandella",0,9,4,5,0
"tuneful",1,7,3,4,0
"ardol",0,5,2,3,0
"polystomella",1,12,4,8,0
"areters",0,7,3,4,0
"monmatvopl",0,10,3,7,0
"palterers",1,9,3,6,0
"underscrub",1,10,3,7,0
"reflexes",1,8,3,5,0
"mismanageablenesses",0,19,8,11,0
"tortenter",0,9,3,6,0
"neutrodyne",1,10,4,6,0
"priapulacea",1,11,6,5,0
"bianchi",1,7,3,4,0
"aughtkedurpreglous",0,18,7,11,0
"doctor",1,6,2,4,0
"goats",1,5,2,3,0
"excoriator",1,10,5,5,0
"dkpcw",0,5,0,5,0
"allene",1,6,3,3,0
"almains",1,7,3,4,0
"admitier",0,8,4,4,0
"cdorzeduvvd",0,11,3,8,0
"nons",0,4,1,3,0
"zira",1,4,2,2,0
"pric",0,4,1,3,0
"corylet",1,7,2,5,0
"playmology",0,10,3,7,0
"pirogueships",0,12,5,7,0
"customisers",1,11,4,7,0
"arod",0,4,2,2,0
"negroperates",0,12,5,7,0
"delaware",1,8,4,4,0
"trabaalogy",0,10,4,6,0
"psychoprophagous",0,16,5,11,0
"nonadapting",1,11,4,7,0
"prodomons",0,9,3,6,0
"wwwyrloserqufusglrsrqhz'ftftg",0,29,4,25,1
"depp",1,4,1,3,0
"blackworks",0,10,2,8,0
"secernmentalism",0,15,5,10,0
"benone",0,6,3,3,0
"unfruitedly",0,11,4,7,0
"nogj'f'pjaoq",0,12,3,9,2
"drodipokemativeres",0,18,8,10,0
"bespiritedness",0,14,5,9,0
"antzpg",0,6,1,5,0
"lange",1,5,2,3,0
"paleozoic",1,9,5,4,0
"occitan",1,7,3,4,0
"montevideo",1,10,5,5,0
"klaiyyeduhyhttmjzlau",0,20,6,14,0
"lucinda",1,7,3,4,0
"marabou",1,7,4,3,0
"monotonosemouth",0,15,7,8,0
"hypopial",1,8,3,5,0
"shri",1,4,1,3,0
"antiapartheid",1,13,6,7,0
"tred",0,4,1,3,0
"cytosine",1,8,3,5,0
"starvatism",0,10,3,7,0
"reteller",1,8,3,5,0
"pontepatjan",0,11,4,7,0
"ditzier",1,7,3,4,0
"bruns",1,5,1,4,0
"heliotropine",1,12,6,6,0
"resell",1,6,2,4,0
"toportablen",0,11,4,7,0
"artebunpikarvar",0,15,6,9,0
"bioelectrol",0,11,5,6,0
"reatoultidae",0,12,7,5,0
"raphathousists",0,14,5,9,0
"lybs",0,4,0,4,0
"phalus",0,6,2,4,0
"moderwomapeys",0,13,5,8,0
"upconjure",1,9,4,5,0
"'jmxqedagssoudppvwy",0,19,4,15,1
"kild",1,4,1,3,0
"seraliseddah",0,12,5,7,0
"boateria",0,8,5,3,0
"belfield",1,8,3,5,0
"dismstradia",0,11,4,7,0
"gentlewomen",1,11,4,7,0
"unessenced",1,10,4,6,0
"hairinesses",1,11,5,6,0
"eoliennes",1,9,5,4,0
"malapropian",1,11,5,6,0
"culliton",1,8,3,5,0
"transillumination",1,17,7,10,0
"meles",1,5,2,3,0
"preworket",0,9,3,6,0
"tetraspore",1,10,4,6,0
"bbwhutune",0,9,3,6,0
"'ksyjfij'd'vallmzf'",0,19,2,17,4
"fhwfketfpgdpdeu'",0,16,3,13,1
"haemopis",1,8,4,4,0
"juices",1,6,3,3,0
"overmanagerialistic",0,19,9,10,0
"higenitentillent",0,16,6,10,0
"portieres",1,9,4,5,0
"phrase",1,6,2,4,0
"rris",0,4,1,3,0
"interruptibleness",0,17,6,11,0
"monomyarii",0,10,5,5,0
"carissa",1,7,3,4,0
"attractancy",1,11,3,8,0
"hyperablerlifulibunded",0,22,8,14,0
"dombas",0,6,2,4,0
"tarlison",0,8,3,5,0
"voluntedness",0,12,4,8,0
"lockmen",1,7,2,5,0
"huidobro",1,8,4,4,0
"vjeqxvqmrymveemtyl",0,18,3,15,0
"toreremaloresnatilatriafidiciov",0,31,15,16,0
"drury",1,5,1,4,0
"neurocentral",1,12,5,7,0
"limpness",1,8,2,6,0
"tamans",0,6,2,4,0
"banders",1,7,2,5,0
"proteric",0,8,3,5,0
"angiocardiography",1,17,7,10,0
"unrivitia",0,9,5,4,0
"hydraphylesses",0,14,3,11,0
"valhalla",1,8,3,5,0
"bvwcu",0,5,1,4,0
"gazumpers",1,9,3,6,0
"isunanistabolive",0,16,8,8,0
"ohal'dugztdatbumvylsq",0,21,5,16,1
"nwpikdjvgjcnekisylf",0,19,3,16,0
"cloys",1,5,1,4,0
"pedatifid",1,9,4,5,0
"sezelsoningsic",0,14,5,9,0
"monofuel",1,8,4,4,0
"fyfrfrstkunepjhyozbc'nxfib",0,26,4,22,1
"umestinitahummblbanewaciactrewisle",0,34,14,20,0
"wildean",1,7,3,4,0
"biazuctiniptascredlent",0,22,8,14,0
"phesuneneelyscory",0,17,6,11,0
"formamide",1,9,4,5,0
"molothrus",1,9,3,6,0
"talvile",0,7,3,4,0
"hz",1,2,0,2,0
"hypercondensibility",0,19,6,13,0
"spunkinesses",1,12,4,8,0
"scratchweed",1,11,3,8,0
"iezmexz'fmqd",0,12,3,9,1
"greenlandic",1,11,4,7,0
"binous",1,6,3,3,0
"polonial",1,8,4,4,0
"phosibinson",0,11,4,7,0
"xhosaurus",0,9,4,5,0
"whillywhaws",1,11,2,9,0
"eakiclcaldalantinaglurallobulyst",0,32,12,20,0
"ponying",1,7,2,5,0
"mediae",1,6,4,2,0
"sworpronsist",0,12,3,9,0
"nondegradables",1,14,5,9,0
"cadde",0,5,2,3,0
"pretergress",1,11,3,8,0
"databilizinesses",0,16,7,9,0
"yee",1,3,2,1,0
"rustruta",0,8,3,5,0
"occidentalization",0,17,8,9,0
"sphoerizalesco",0,14,6,8,0
"bali",1,4,2,2,0
"colectomies",1,11,5,6,0
"ticoveo",0,7,4,3,0
"expectivendowedgie",0,18,8,10,0
"dunhidl'jgffc",0,13,2,11,1
"airspace",1,8,4,4,0
"graftage",1,8,3,5,0
"factive",1,7,3,4,0
"intertubularians",0,16,7,9,0
"menetheaeracip",0,14,7,7,0
"astraphobias",1,12,5,7,0
"jcb",1,3,0,3,0
"empatrons",1,9,3,6,0
"astroworms",0,10,3,7,0
"hollock",0,7,2,5,0
"underpressed",0,12,4,8,0
"cellulomonadeae",1,15,8,7,0
"breathabilities",1,15,7,8,0
"bvbrzwgwetvlytrlx",0,17,1,16,0
"cyther",0,6,1,5,0
"interferingness",1,15,5,10,0
"iugqzop",0,7,3,4,0
"unfelder",0,8,3,5,0
"unfoodowniannoo",0,15,8,7,0
"bungeys",1,7,2,5,0
"ejkthm'uzkipdwfprc",0,18,3,15,1
"ismaelitis",0,10,5,5,0
"awakings",1,8,3,5,0
"unsilly",1,7,2,5,0
"ourobond",0,8,4,4,0
"troys",1,5,1,4,0
"micropin",1,8,3,5,0
"lita",1,4,2,2,0
"pretechnic",0,10,3,7,0
"hilen",0,5,2,3,0
"ordines",0,7,3,4,0
"pigfishamelidonies",0,18,8,10,0
"commodiously",1,12,5,7,0
"pronunciamento",1,14,6,8,0
"vangelically",0,12,4,8,0
"whirland",0,8,2,6,0
"glenhayes",1,9,3,6,0
"balantidiasis",1,13,6,7,0
"obvolutionary",0,13,6,7,0
"spytoes",0,7,2,5,0
"organomalogue",0,13,7,6,0
"juliette",1,8,4,4,0
"taxidermised",1,12,5,7,0
"misecclesiastic",1,15,6,9,0
"yaexrnlcywknww",0,14,2,12,0
"assagai",1,7,4,3,0
"craggy",1,6,1,5,0
"feugiaowlqmdxhzh",0,16,5,11,0
"roraurrris",0,10,4,6,0
"petite",1,6,3,3,0
"flivaluxctieliad",0,16,7,9,0
"dreasten",0,8,3,5,0
"gauging",1,7,3,4,0
"sofars",1,6,2,4,0
"hyjiwxmevsyu'fypbh'tewj",0,23,4,19,2
"keres",1,5,2,3,0
"hochelaga",1,9,4,5,0
"preincreased",1,12,5,7,0
"wallings",1,8,2,6,0
"outwaltherne",0,12,5,7,0
"nhqkfwxfaw",0,10,1,9,0
"nticra",0,6,2,4,0
"bacteroportenaritorologic",0,25,11,14,0
"discerningly",1,12,3,9,0
"chiacking",1,9,3,6,0
"aspergillin",1,11,4,7,0
"zaddik",1,6,2,4,0
"unings",0,6,2,4,0
"unindigenous",1,12,6,6,0
"pfvn",0,4,0,4,0
"avisements",1,10,4,6,0
"millennial",1,10,4,6,0
"pomotallagieura",0,15,8,7,0
"nocephalazareanane",0,18,9,9,0
"dorweiler",1,9,4,5,0
"ganza",0,5,2,3,0
"gration",0,7,3,4,0
"tymorphis",0,9,2,7,0
"scotophobias",0,12,5,7,0
"renean",0,6,3,3,0
"langworthy",1,10,2,8,0
"bobeche",1,7,3,4,0
"overheat",1,8,4,4,0
"boltzman",0,8,2,6,0
"candollea",1,9,4,5,0
"galettes",1,8,3,5,0
"disunionism",1,11,5,6,0
"awake",1,5,3,2,0
"noneuroscopine",0,14,7,7,0
"deltidaceae",0,11,6,5,0
"nzhme",0,5,1,4,0
"certo",0,5,2,3,0
"huddleston",1,10,3,7,0
"perisalpingitis",1,15,6,9,0
"chuckram",1,8,2,6,0
"utssayiererotat",0,15,7,8,0
"headpeace",1,9,5,4,0
"dinatisinouitserspllititedaedm",0,30,13,17,0
"mecturaterey",0,12,5,7,0
"cloyer",1,6,2,4,0
"ntreticatolonarinqulycontonilisoramiodin",0,40,17,23,0
"pseudoinspirational",1,19,9,10,0
"shortening",1,10,3,7,0
"euphemisation",1,13,7,6,0
"talelyritlurimbis",0,17,6,11,0
"iprising",0,8,3,5,0
"casion",0,6,3,3,0
"intantematoppine",0,16,7,9,0
"hipqfjz",0,7,1,6,0
"bacterizations",1,14,6,8,0
"'aecgnhoaxquiabv'md",0,19,7,12,2
"inconfinglycil",0,14,4,10,0
"drawers",1,7,2,5,0
"multipolarity",1,13,5,8,0
"tugrik",1,6,2,4,0
"crystalities",0,12,4,8,0
"digmaxitypoewin",0,15,6,9,0
"grishun",1,7,2,5,0
"subspecifications",0,17,7,10,0
"christless",1,10,2,8,0
"oelet",1,5,3,2,0
"shwas",1,5,1,4,0
"ortynamidendrombiencin",0,22,8,14,0
"objurgatrix",1,11,4,7,0
"rentionic",0,9,4,5,0
"crumpliest",1,10,3,7,0
"espagnuolo",0,10,5,5,0
"seveloquenes",0,12,6,6,0
"overextrapolation",1,17,8,9,0
"envermeiled",1,11,5,6,0
"gaudlian",0,8,4,4,0
"mismanage",1,9,4,5,0
"amadi",1,5,3,2,0
"wanglehoofs",0,11,4,7,0
"dvhcaqihqkiuu'x",0,15,5,10,1
"undown",0,6,2,4,0
"'aariizjbfvlcwgzsjkeuuqn",0,24,7,17,1
"pined",1,5,2,3,0
"sculpate",0,8,3,5,0
"eliss",0,5,2,3,0
"nsjxtbbkuw",0,10,1,9,0
"outreasoned",1,11,6,5,0
"limnetis",1,8,3,5,0
"omnieruditeness",0,15,7,8,0
"indwesfedsthycsikd",0,18,4,14,0
"gyglzbwbpbed",0,12,1,11,0
"unfleshing",1,10,3,7,0
"overter",0,7,3,4,0
"feplilever",0,10,4,6,0
"packable",1,8,3,5,0
"acrodromous",1,11,5,6,0
"rimpolyses",0,10,3,7,0
"leptodactylid",1,13,4,9,0
"profluviographist",0,17,6,11,0
"heterocentric",1,13,5,8,0
"bdellos",0,7,2,5,0
"decerebrate",1,11,5,6,0
"gttebidipiettantuenc",0,20,8,12,0
"oppositeness",1,12,5,7,0
"closers",1,7,2,5,0
"anaerotrusso",0,12,6,6,0
"daye",1,4,2,2,0
"rootward",1,8,3,5,0
"predeterminant",1,14,5,9,0
"paddleballs",1,11,3,8,0
"actinomycetales",1,15,6,9,0
"ingravescence",1,13,5,8,0
"journeyman",1,10,4,6,0
"ebonist",1,7,3,4,0
"vermonpololuctylene",0,19,7,12,0
"ented",0,5,2,3,0
"caravel",1,7,3,4,0
"ammiral",1,7,3,4,0
"hippoboscidae",1,13,6,7,0
"spectrofluorometry",1,18,6,12,0
"erydithales",0,11,4,7,0
"underogambling",0,14,5,9,0
"diarticulation",0,14,7,7,0
"prgasabr",0,8,2,6,0
"und",0,3,1,2,0
"monocoelial",0,11,6,5,0
"areface",0,7,4,3,0
"kw'voz'wtlfbioolvtbio'wbrz",0,26,6,20,3
"xkbcxkjbcmp",0,11,0,11,0
"copalata",0,8,4,4,0
"perameccabal",0,12,5,7,0
"chloranthy",1,10,2,8,0
"unguica",0,7,4,3,0
"timarau",1,7,4,3,0
"gmohrgqnrt",0,10,1,9,0
"erdepen",0,7,3,4,0
"croaky",1,6,2,4,0
"autodrainage",1,12,7,5,0
"geonavigator",0,12,6,6,0
"boftiglia",0,9,4,5,0
"rochkind",1,8,2,6,0
