word,present,len,vowels,consonants,nonletters,vtc
semihostiley,0,12,5,7,0,0.714285714285714
oecantic,0,8,4,4,0,1
dgmkvjpsjh'j'nwaojnyecf'xg,0,26,3,23,3,0.130434782608696
turakoo,1,7,4,3,0,1.33333333333333
deirdra,1,7,3,4,0,0.75
nsec,1,4,1,3,0,0.333333333333333
disposer,1,8,3,5,0,0.6
blandform,0,9,2,7,0,0.285714285714286
camearathyromass,0,16,6,10,0,0.6
bcws,1,4,0,4,0,0
pilobolus,1,9,4,5,0,0.8
bearableness,0,12,5,7,0,0.714285714285714
mantispa,1,8,3,5,0,0.6
fluously,0,8,3,5,0,0.6
ewery,1,5,2,3,0,0.666666666666667
eddying,1,7,2,5,0,0.4
muscatine,1,9,4,5,0,0.8
decantates,1,10,4,6,0,0.666666666666667
trentepohlia,1,12,5,7,0,0.714285714285714
delwyn,1,6,1,5,0,0.2
mouts,0,5,2,3,0,0.666666666666667
unsystematical,1,14,5,9,0,0.555555555555556
rsacopellalfeedftilllion,0,24,9,15,0,0.6
precombination,1,14,6,8,0,0.75
tgciegc,0,7,2,5,0,0.4
flowerfence,1,11,4,7,0,0.571428571428571
archcondurin,0,12,4,8,0,0.5
christiania,1,11,5,6,0,0.833333333333333
vintness,0,8,2,6,0,0.333333333333333
mosed,1,5,2,3,0,0.666666666666667
myelopa,0,7,3,4,0,0.75
nnlm,0,4,0,4,0,0
djectricorynger,0,15,4,11,0,0.363636363636364
pozna,1,5,2,3,0,0.666666666666667
panhedral,0,9,3,6,0,0.5
unfishes,0,8,3,5,0,0.6
dosseret,1,8,3,5,0,0.6
swansboro,1,9,3,6,0,0.5
legionnaires,1,12,6,6,0,1
paconsparaglings,0,16,5,11,0,0.454545454545455
ischi,0,5,2,3,0,0.666666666666667
toxide,0,6,3,3,0,1
euphonery,0,9,4,5,0,0.8
schlute,0,7,2,5,0,0.4
dephatzh,0,8,2,6,0,0.333333333333333
okhltoixgwr'akxdqcfd,0,20,4,16,1,0.25
tracheoscopist,1,14,5,9,0,0.555555555555556
loyder,0,6,2,4,0,0.5
fsehyimq'rjnhrrchaqhebvkazoxjw,0,30,6,24,1,0.25
hyrhockessentiojeccid,0,21,7,14,0,0.5
kotiant,0,7,3,4,0,0.75
limmasol,1,8,3,5,0,0.6
hyacintha,1,9,3,6,0,0.5
boarding,1,8,3,5,0,0.6
ununanimations,0,14,7,7,0,1
kali,1,4,2,2,0,1
gambetta,1,8,3,5,0,0.6
omipet,0,6,3,3,0,1
fernandia,0,9,4,5,0,0.8
braun,1,5,2,3,0,0.666666666666667
rbhwgimem,0,9,2,7,0,0.285714285714286
sabelled,0,8,3,5,0,0.6
qwhigbtghtefybcipilrps,0,22,4,18,0,0.222222222222222
scralicheisheriagoromoun,0,24,11,13,0,0.846153846153846
mulnercot,0,9,3,6,0,0.5
ulruybtopnxtkexbrunljgr'cy,0,26,5,21,1,0.238095238095238
omrjwhvyizf,0,11,2,9,0,0.222222222222222
kelily,0,6,2,4,0,0.5
countemultipollexed,0,19,8,11,0,0.727272727272727
scjjxhxtadcptnnjbcyyappofdvl,0,28,3,25,0,0.12
mussaenda,1,9,4,5,0,0.8
unremitting,1,11,4,7,0,0.571428571428571
isoimmunisations,1,16,8,8,0,1
pulicene,1,8,4,4,0,1
smoochiavelic,0,13,6,7,0,0.857142857142857
carpwllidi,0,10,3,7,0,0.428571428571429
pechoficiealet,0,14,7,7,0,1
timnersiviess,0,13,5,8,0,0.625
coccucrachrity,0,14,4,10,0,0.4
moonrises,1,9,4,5,0,0.8
interconnectibilities,0,21,9,12,0,0.75
unbra,0,5,2,3,0,0.666666666666667
familiarises,1,12,6,6,0,1
telesis,1,7,3,4,0,0.75
parados,1,7,3,4,0,0.75
rpnaxradih'abog,0,15,5,10,1,0.5
oathworm,0,8,3,5,0,0.6
softback,1,8,2,6,0,0.333333333333333
spottledgelisms,0,15,4,11,0,0.363636363636364
neckguard,1,9,3,6,0,0.5
jsuiopaxadmc'amnnzdihb,0,22,7,15,1,0.466666666666667
brundous,0,8,3,5,0,0.6
superwinglades,0,14,5,9,0,0.555555555555556
tidion,0,6,3,3,0,1
stewbum,1,7,2,5,0,0.4
heteronymous,1,12,5,7,0,0.714285714285714
pelosevonalireor,0,16,8,8,0,1
gotching,0,8,2,6,0,0.333333333333333
postponements,1,13,4,9,0,0.444444444444444
woodpeckers,1,11,4,7,0,0.571428571428571
awrtyrhizan,0,11,3,8,0,0.375
acquiescences,1,13,6,7,0,0.857142857142857
orlov,1,5,2,3,0,0.666666666666667
sollar,1,6,2,4,0,0.5
berdivellogran,0,14,5,9,0,0.555555555555556
mlaga,1,5,2,3,0,0.666666666666667
eckhart,1,7,2,5,0,0.4
concrorichindamaledethy,0,23,8,15,0,0.533333333333333
vavdv,0,5,1,4,0,0.25
arioian,1,7,5,2,0,2.5
xslnkqzytcjipnfut,0,17,2,15,0,0.133333333333333
judi,1,4,2,2,0,1
crenoptins,0,10,3,7,0,0.428571428571429
dechbuchetier,0,13,5,8,0,0.625
starmainteroka,0,14,6,8,0,0.75
akity,0,5,2,3,0,0.666666666666667
hippolyte,1,9,3,6,0,0.5
zoogist,0,7,3,4,0,0.75
naegated,0,8,4,4,0,1
dountame,0,8,4,4,0,1
sparassis,1,9,3,6,0,0.5
unsplittable,1,12,4,8,0,0.5
falter,1,6,2,4,0,0.5
dollarwise,1,10,4,6,0,0.666666666666667
voetsak,1,7,3,4,0,0.75
karionty,0,8,3,5,0,0.6
subtiller,0,9,3,6,0,0.5
prejudicially,1,13,5,8,0,0.625
cevesm,0,6,2,4,0,0.5
nish,1,4,1,3,0,0.333333333333333
comatroce,0,9,4,5,0,0.8
hesperiid,1,9,4,5,0,0.8
cuso,1,4,2,2,0,1
hakenkreuze,1,11,5,6,0,0.833333333333333
ounpeggs,0,8,3,5,0,0.6
banter,1,6,2,4,0,0.5
pevetangeve,0,11,5,6,0,0.833333333333333
suggest,1,7,2,5,0,0.4
celess,0,6,2,4,0,0.5
terpsichore,1,11,4,7,0,0.571428571428571
hazardless,1,10,3,7,0,0.428571428571429
derachiotomocharityloper,0,24,10,14,0,0.714285714285714
feltmongers,0,11,3,8,0,0.375
interestingly,1,13,4,9,0,0.444444444444444
crumb,1,5,1,4,0,0.25
eodiscid,1,8,4,4,0,1
benefacies,0,10,5,5,0,1
citellum,0,8,3,5,0,0.6
puericulture,1,12,6,6,0,1
cefisphtayaereatourangan,0,24,11,13,0,0.846153846153846
scrapper,1,8,2,6,0,0.333333333333333
gedjf'eyb,0,9,2,7,1,0.285714285714286
dissolutely,1,11,4,7,0,0.571428571428571
unembossed,1,10,4,6,0,0.666666666666667
shemu,1,5,2,3,0,0.666666666666667
aca,0,3,2,1,0,2
jerryman,0,8,2,6,0,0.333333333333333
iderclbhei,0,10,4,6,0,0.666666666666667
seatworks,1,9,3,6,0,0.5
amphicarpa,1,10,4,6,0,0.666666666666667
goance,0,6,3,3,0,1
trocompaneer,0,12,5,7,0,0.714285714285714
egyptians,1,9,3,6,0,0.5
rewify,0,6,2,4,0,0.5
conjuring,1,9,3,6,0,0.5
subfeebe,0,8,4,4,0,1
op,1,2,1,1,0,1
ccalista,0,8,3,5,0,0.6
hybridomata,1,11,4,7,0,0.571428571428571
inquinembed,0,11,5,6,0,0.833333333333333
mauk,1,4,2,2,0,1
sublimification,1,15,7,8,0,0.875
herous,0,6,3,3,0,1
dottiest,1,8,3,5,0,0.6
stubborn,1,8,2,6,0,0.333333333333333
exactresses,1,11,4,7,0,0.571428571428571
paggast,0,7,2,5,0,0.4
serjeancy,1,9,3,6,0,0.5
sherlock,1,8,2,6,0,0.333333333333333
''y'ekwtccnqxtrkqh,0,18,1,17,3,0.0588235294117647
nonfold,0,7,2,5,0,0.4
ryjxmnchgt,0,10,0,10,0,0
possinian,0,9,4,5,0,0.8
mely,0,4,1,3,0,0.333333333333333
dunnakin,1,8,3,5,0,0.6
fiomyd,0,6,2,4,0,0.5
antiauthoritarianisms,1,21,10,11,0,0.909090909090909
abs,1,3,1,2,0,0.5
prelaxation,0,11,5,6,0,0.833333333333333
paras,1,5,2,3,0,0.666666666666667
strainor,0,8,3,5,0,0.6
llrycpwnfsrbrrxctddzttgnfbfr,0,28,0,28,0,0
atocuiev'''x,0,12,5,7,3,0.714285714285714
grottier,1,8,3,5,0,0.6
avgaseometry,0,12,5,7,0,0.714285714285714
francophobe,1,11,4,7,0,0.571428571428571
foldout,1,7,3,4,0,0.75
slidles,0,7,2,5,0,0.4
unbounda,0,8,4,4,0,1
ples,0,4,1,3,0,0.333333333333333
unbolster,1,9,3,6,0,0.5
slidable,1,8,3,5,0,0.6
fouettes,1,8,4,4,0,1
esmiykyejkvyozllz,0,17,4,13,0,0.307692307692308
contain,1,7,3,4,0,0.75
craal,1,5,2,3,0,0.666666666666667
pecronsierter,0,13,5,8,0,0.625
distillated,0,11,4,7,0,0.571428571428571
indiscreditably,0,15,5,10,0,0.5
medigamous,0,10,5,5,0,1
gotchias,0,8,3,5,0,0.6
reflectograph,1,13,4,9,0,0.444444444444444
resistlessness,1,14,4,10,0,0.4
herskowitz,1,10,3,7,0,0.428571428571429
jwpcpptapzjx'vniwum',0,20,3,17,2,0.176470588235294
peracetic,1,9,4,5,0,0.8
ctiphe,0,6,2,4,0,0.5
sego,1,4,2,2,0,1
hyperpigments,0,13,3,10,0,0.3
machedisstebychifurtinis,0,24,8,16,0,0.5
calamodendron,1,13,5,8,0,0.625
unmature,1,8,4,4,0,1
baudekin,1,8,4,4,0,1
nonsy,0,5,1,4,0,0.25
heykwxlpddizgulzc,0,17,3,14,0,0.214285714285714
bafwaicytavbmuuahihbyacri,0,25,10,15,0,0.666666666666667
furned,0,6,2,4,0,0.5
qjpiqivhpfuqc,0,13,3,10,0,0.3
teonanachronism,0,15,6,9,0,0.666666666666667
limnobiology,1,12,5,7,0,0.714285714285714
swordistoped,0,12,4,8,0,0.5
dhechukcivrsrv'hr,0,17,3,14,1,0.214285714285714
grunberg,1,8,2,6,0,0.333333333333333
dolgellau,1,9,4,5,0,0.8
anosmia,1,7,4,3,0,1.33333333333333
introductorinesses,1,18,7,11,0,0.636363636363636
estonians,1,9,4,5,0,0.8
festatus,1,8,3,5,0,0.6
vindahl,0,7,2,5,0,0.4
almightings,0,11,3,8,0,0.375
bohykkhed,0,9,2,7,0,0.285714285714286
physiogenic,1,11,4,7,0,0.571428571428571
netropreased,0,12,5,7,0,0.714285714285714
erarviethifia,0,13,7,6,0,1.16666666666667
cevdet,1,6,2,4,0,0.5
pennysiller,1,11,3,8,0,0.375
saccadge,1,8,3,5,0,0.6
olefinic,1,8,4,4,0,1
aquarelle,1,9,5,4,0,1.25
gawknochroni,0,12,4,8,0,0.5
go,1,2,1,1,0,1
floozie,1,7,4,3,0,1.33333333333333
ligeance,1,8,4,4,0,1
figurativeness,1,14,6,8,0,0.75
jokebook,1,8,4,4,0,1
exosporium,1,10,5,5,0,1
nqwvlsbfznwl,0,12,0,12,0,0
barnes,1,6,2,4,0,0.5
graveship,1,9,3,6,0,0.5
laes,0,4,2,2,0,1
transposability,1,15,5,10,0,0.5
casark,0,6,2,4,0,0.5
biometry,1,8,3,5,0,0.6
brasilians,0,10,4,6,0,0.666666666666667
diastematic,1,11,5,6,0,0.833333333333333
measures,1,8,4,4,0,1
underexposing,1,13,5,8,0,0.625
dhe,0,3,1,2,0,0.5
xdeqhefxsdwgzvl'uqbla,0,21,4,17,1,0.235294117647059
mayon,0,5,2,3,0,0.666666666666667
challaning,1,10,3,7,0,0.428571428571429
hmy,0,3,0,3,0,0
ameliorate,1,10,6,4,0,1.5
iconoclastics,0,13,5,8,0,0.625
measure,1,7,4,3,0,1.33333333333333
u'jdruljip,0,10,3,7,1,0.428571428571429
obtusenesses,1,12,5,7,0,0.714285714285714
topee,1,5,3,2,0,1.5
swimminute,0,10,4,6,0,0.666666666666667
kernon,0,6,2,4,0,0.5
cohn,1,4,1,3,0,0.333333333333333
siamese,1,7,4,3,0,1.33333333333333
polkily,0,7,2,5,0,0.4
pywhb,0,5,0,5,0,0
enlargens,1,9,3,6,0,0.5
plna,0,4,1,3,0,0.333333333333333
preacher,1,8,3,5,0,0.6
staphyle,1,8,2,6,0,0.333333333333333
gently,1,6,1,5,0,0.2
fireworm,1,8,3,5,0,0.6
shau,0,4,2,2,0,1
nonderdeidae,0,12,6,6,0,1
yfys,0,4,0,4,0,0
omsvlhutajgxjm,0,14,3,11,0,0.272727272727273
zmzcqwwec,0,9,1,8,0,0.125
emile,1,5,3,2,0,1.5
tackhearsenidae,0,15,7,8,0,0.875
metagrobolising,1,15,6,9,0,0.666666666666667
preswallow,1,10,3,7,0,0.428571428571429
piecree,0,7,4,3,0,1.33333333333333
verdubitation,0,13,6,7,0,0.857142857142857
sabblaysiollickeeps,0,19,7,12,0,0.583333333333333
merinesseisms,0,13,5,8,0,0.625
kness,0,5,1,4,0,0.25
fritz,1,5,1,4,0,0.25
predefinitions,1,14,6,8,0,0.75
applity,0,7,2,5,0,0.4
sonsofbitchers,0,14,4,10,0,0.4
detachability,1,13,5,8,0,0.625
cogory,0,6,2,4,0,0.5
fischbein,1,9,3,6,0,0.5
polychromatophilic,1,18,6,12,0,0.5
dacelonings,0,11,4,7,0,0.571428571428571
orata,0,5,3,2,0,1.5
maypop,1,6,2,4,0,0.5
prmaafztgwcjwsm,0,15,2,13,0,0.153846153846154
cologisticularchia,0,18,8,10,0,0.8
faultlessness,1,13,4,9,0,0.444444444444444
'tcygwlvugq,0,11,1,10,1,0.1
bucraniophagies,0,15,7,8,0,0.875
aspiculous,1,10,5,5,0,1
belvice,0,7,3,4,0,0.75
tkoumttznkqkgbu,0,15,3,12,0,0.25
gconv,1,5,1,4,0,0.25
bryanidraman,0,12,4,8,0,0.5
tunnell,1,7,2,5,0,0.4
gloquenterlenced,0,16,6,10,0,0.6
pmadoppralinaun,0,15,6,9,0,0.666666666666667
syagush,1,7,2,5,0,0.4
unicule,0,7,4,3,0,1.33333333333333
glawlithyl,0,10,2,8,0,0.25
pseudocumidine,1,14,7,7,0,1
piecework,1,9,4,5,0,0.8
octodywidge,0,11,4,7,0,0.571428571428571
renegade,1,8,4,4,0,1
chomartevoly,0,12,4,8,0,0.5
paraclete,1,9,4,5,0,0.8
chinin,1,6,2,4,0,0.5
nonichawbasationortrofs,0,23,9,14,0,0.642857142857143
mir,1,3,1,2,0,0.5
irrate,1,6,3,3,0,1
isordinatanic,0,13,6,7,0,0.857142857142857
asseal,1,6,3,3,0,1
counterdecree,1,13,6,7,0,0.857142857142857
tjvylmwwswowi,0,13,2,11,0,0.181818181818182
yellowest,1,9,3,6,0,0.5
exp,1,3,1,2,0,0.5
eroncorylovermoinisevaddi,0,25,11,14,0,0.785714285714286
selfeffacing,1,12,4,8,0,0.5
overmournfulness,1,16,6,10,0,0.6
gantlope,1,8,3,5,0,0.6
outgars,0,7,3,4,0,0.75
persatcherprefeadin,0,19,7,12,0,0.583333333333333
moothouse,1,9,5,4,0,1.25
velociraptors,1,13,5,8,0,0.625
polyclinic,1,10,3,7,0,0.428571428571429
tunaburger,1,10,4,6,0,0.666666666666667
unjumbled,1,9,3,6,0,0.5
danuriases,0,10,5,5,0,1
teless,0,6,2,4,0,0.5
stammels,1,8,2,6,0,0.333333333333333
amphicyonin,0,11,4,7,0,0.571428571428571
hollidam,1,8,3,5,0,0.6
hardshell,1,9,2,7,0,0.285714285714286
hatful,1,6,2,4,0,0.5
boutiques,1,9,5,4,0,1.25
besmoothhound,0,13,5,8,0,0.625
midspace,1,8,3,5,0,0.6
chondrosarcoma,1,14,5,9,0,0.555555555555556
heavy,1,5,2,3,0,0.666666666666667
baguios,1,7,4,3,0,1.33333333333333
necrotomist,1,11,4,7,0,0.571428571428571
conelike,1,8,4,4,0,1
ble,0,3,1,2,0,0.5
appropinqued,1,12,5,7,0,0.714285714285714
unressianden,0,12,5,7,0,0.714285714285714
incorporeal,1,11,5,6,0,0.833333333333333
coagencies,1,10,5,5,0,1
phanlike,0,8,3,5,0,0.6
selector,1,8,3,5,0,0.6
pholading,0,9,3,6,0,0.5
dauntless,1,9,3,6,0,0.5
mundy,1,5,1,4,0,0.25
mermithidae,1,11,5,6,0,0.833333333333333
ffborbbuw'zzuzpwztsdjauhnhtg,0,28,5,23,1,0.217391304347826
casually,1,8,3,5,0,0.6
educt,1,5,2,3,0,0.666666666666667
corny,1,5,1,4,0,0.25
nicadle,0,7,3,4,0,0.75
lordkin,1,7,2,5,0,0.4
biskiose,0,8,4,4,0,1
verbalised,1,10,4,6,0,0.666666666666667
megasyntheton,0,13,4,9,0,0.444444444444444
moingwena,1,9,4,5,0,0.8
camery,0,6,2,4,0,0.5
phonautographies,0,16,7,9,0,0.777777777777778
lifs,0,4,1,3,0,0.333333333333333
bonelopeen,0,10,5,5,0,1
physicomorphite,0,15,5,10,0,0.5
electrometers,1,13,5,8,0,0.625
arraigners,1,10,4,6,0,0.666666666666667
bqkcnvyykbhurkim'ay,0,19,3,16,1,0.1875
reecho,1,6,3,3,0,1
amplorableness,0,14,5,9,0,0.555555555555556
ostopsine,0,9,4,5,0,0.8
cllatae,0,7,3,4,0,0.75
rayshell,1,8,2,6,0,0.333333333333333
telautomatises,0,14,7,7,0,1
typhonian,1,9,3,6,0,0.5
tracheoschisis,1,14,5,9,0,0.555555555555556
pressive,1,8,3,5,0,0.6
dalmatian,1,9,4,5,0,0.8
belium,0,6,3,3,0,1
thistochronograph,0,17,5,12,0,0.416666666666667
consignificant,1,14,5,9,0,0.555555555555556
und,0,3,1,2,0,0.5
unwarfurties,0,12,5,7,0,0.714285714285714
munsey,1,6,2,4,0,0.5
psomiveroograccitintnck,0,23,8,15,0,0.533333333333333
ercurvents,0,10,3,7,0,0.428571428571429
unhuzzaed,1,9,4,5,0,0.8
eury,0,4,2,2,0,1
euphemise,1,9,5,4,0,1.25
johnsones,0,9,3,6,0,0.5
dogsledders,1,11,3,8,0,0.375
conishake,0,9,4,5,0,0.8
catostomoid,1,11,5,6,0,0.833333333333333
cuddlelessnesses,0,16,5,11,0,0.454545454545455
consumerism,1,11,4,7,0,0.571428571428571
earflaps,1,8,3,5,0,0.6
jamnis,1,6,2,4,0,0.5
witis,0,5,2,3,0,0.666666666666667
charcutered,0,11,4,7,0,0.571428571428571
phamad,0,6,2,4,0,0.5
danya,1,5,2,3,0,0.666666666666667
conskewomed,0,11,4,7,0,0.571428571428571
galese,0,6,3,3,0,1
gmelinas,1,8,3,5,0,0.6
whizkid,1,7,2,5,0,0.4
samite,1,6,3,3,0,1
mazarinades,1,11,5,6,0,0.833333333333333
ynfeqdsoegogfadtqulsxn,0,22,6,16,0,0.375
downweed,1,8,3,5,0,0.6
vocability,1,10,4,6,0,0.666666666666667
trolleyed,1,9,3,6,0,0.5
rebellow,1,8,3,5,0,0.6
oieitssdu,0,9,5,4,0,1.25
brace,1,5,2,3,0,0.666666666666667
entourage,1,9,5,4,0,1.25
synagogue,1,9,4,5,0,0.8
cliquier,1,8,4,4,0,1
cushing,1,7,2,5,0,0.4
cpa,1,3,1,2,0,0.5
worantennl,0,10,3,7,0,0.428571428571429
ullit,0,5,2,3,0,0.666666666666667
nonsick,0,7,2,5,0,0.4
nfllinggiddvftqnrirnzqlfskxe,0,28,4,24,0,0.166666666666667
joriykqevo,0,10,4,6,0,0.666666666666667
genelders,0,9,3,6,0,0.5
caulics,0,7,3,4,0,0.75
gingicanses,0,11,4,7,0,0.571428571428571
montluion,1,9,4,5,0,0.8
dutchwoman,1,10,3,7,0,0.428571428571429
purdy,1,5,1,4,0,0.25
forger,1,6,2,4,0,0.5
hwcstlnnezkaqupxs,0,17,3,14,0,0.214285714285714
ackfaceucaretert,0,16,7,9,0,0.777777777777778
glacis,1,6,2,4,0,0.5
belauds,1,7,3,4,0,0.75
tapermaking,1,11,4,7,0,0.571428571428571
ovid,1,4,2,2,0,1
',0,1,0,1,1,0
intoxicatingly,1,14,5,9,0,0.555555555555556
growers,1,7,2,5,0,0.4
recuperableness,0,15,6,9,0,0.666666666666667
agerartiee,0,10,6,4,0,1.5
amichhofleism,0,13,5,8,0,0.625
slinte,1,6,2,4,0,0.5
eycuhylmv',0,10,2,8,1,0.25
nonblockinged,0,13,4,9,0,0.444444444444444
rcanemariptren,0,14,5,9,0,0.555555555555556
strenuousness,1,13,5,8,0,0.625
dennisville,1,11,4,7,0,0.571428571428571
miba,0,4,2,2,0,1
caryllium,0,9,3,6,0,0.5
floccinaucinihilipilification,1,29,14,15,0,0.933333333333333
skenai,1,6,3,3,0,1
scitur,0,6,2,4,0,0.5
begoniaceae,1,11,7,4,0,1.75
dicrack,0,7,2,5,0,0.4
acculturizing,1,13,5,8,0,0.625
laundercut,0,10,4,6,0,0.666666666666667
scollating,0,10,3,7,0,0.428571428571429
circaeaceae,1,11,7,4,0,1.75
adulterna,0,9,4,5,0,0.8
paschals,1,8,2,6,0,0.333333333333333
trn,0,3,0,3,0,0
lametersenic,0,12,5,7,0,0.714285714285714
'oupctdtgbbtgdsi,0,16,3,13,1,0.230769230769231
ungilt,1,6,2,4,0,0.5
kscaent,0,7,2,5,0,0.4
embargoed,1,9,4,5,0,0.8
macrorhagias,0,12,5,7,0,0.714285714285714
tzcjvgtnjuzvvhenhpyzkxg,0,23,2,21,0,0.0952380952380952
overfierce,1,10,5,5,0,1
boxyn,0,5,1,4,0,0.25
cagers,1,6,2,4,0,0.5
polygenisms,1,11,3,8,0,0.375
kosice,1,6,3,3,0,1
paratomial,1,10,5,5,0,1
disilludes,1,10,4,6,0,0.666666666666667
aeroehmic,0,9,5,4,0,1.25
saccomyidae,1,11,5,6,0,0.833333333333333
depraving,1,9,3,6,0,0.5
'bvybgz'xvchelzo'pzuyqep,0,24,4,20,3,0.2
infraordinals,0,13,5,8,0,0.625
zumlzgpyctjynqy'nldjampwzrdgpm,0,30,2,28,1,0.0714285714285714
rollicker,1,9,3,6,0,0.5
pupikeand,0,9,4,5,0,0.8
rpq,1,3,0,3,0,0
nucles,0,6,2,4,0,0.5
consubstanitise,0,15,6,9,0,0.666666666666667
gyktmlnjrnmbd'cxe,0,17,1,16,1,0.0625
cantings,1,8,2,6,0,0.333333333333333
phragmipedium,1,13,5,8,0,0.625
mahopac,1,7,3,4,0,0.75
catisea,0,7,4,3,0,1.33333333333333
kirgirds,0,8,2,6,0,0.333333333333333
tunnelmaking,1,12,4,8,0,0.5
bothe,1,5,2,3,0,0.666666666666667
approximately,1,13,5,8,0,0.625
heboks,0,6,2,4,0,0.5
christyna,1,9,2,7,0,0.285714285714286
crustlessness,0,13,3,10,0,0.3
dialytically,1,12,4,8,0,0.5
wfhmbbrwltr,0,11,0,11,0,0
pliosaur,1,8,4,4,0,1
ctierpktzszyf,0,13,2,11,0,0.181818181818182
ekslmourarr,0,11,4,7,0,0.571428571428571
mediotarsal,1,11,5,6,0,0.833333333333333
replunges,1,9,3,6,0,0.5
lieges,1,6,3,3,0,1
busk,1,4,1,3,0,0.333333333333333
rgubufggirkbslzpw,0,17,3,14,0,0.214285714285714
sperquideutaker,0,15,7,8,0,0.875
coccuse,0,7,3,4,0,0.75
troubleshooting,1,15,6,9,0,0.666666666666667
mayme,1,5,2,3,0,0.666666666666667
xkq'zhjafz,0,10,1,9,1,0.111111111111111
monensin,1,8,3,5,0,0.6
faciebitia,0,10,6,4,0,1.5
pullback,1,8,2,6,0,0.333333333333333
wmeus,0,5,2,3,0,0.666666666666667
ucjc'ylkf'dlxzgszhf'l,0,21,1,20,3,0.05
scarfpin,1,8,2,6,0,0.333333333333333
tolon,0,5,2,3,0,0.666666666666667
conductiblock,0,13,4,9,0,0.444444444444444
colpo,0,5,2,3,0,0.666666666666667
botalluckofictually,0,19,7,12,0,0.583333333333333
rehboc,1,6,2,4,0,0.5
pondus,1,6,2,4,0,0.5
kymri,1,5,1,4,0,0.25
woodwin,0,7,3,4,0,0.75
orobances,0,9,4,5,0,0.8
douziemes,1,9,5,4,0,1.25
feuillage,1,9,5,4,0,1.25
ssxgnlaujdujlbjh'ggzwmzw,0,24,3,21,1,0.142857142857143
quinderfish,0,11,4,7,0,0.571428571428571
civium,0,6,3,3,0,1
ductomyrishbosess,0,17,5,12,0,0.416666666666667
wyking,0,6,1,5,0,0.2
antivandalism,1,13,5,8,0,0.625
encephalotomy,1,13,5,8,0,0.625
linolenic,1,9,4,5,0,0.8
pleurers,0,8,3,5,0,0.6
goldshier,0,9,3,6,0,0.5
carnes,1,6,2,4,0,0.5
arbuscultus,0,11,4,7,0,0.571428571428571
gloxinia,1,8,4,4,0,1
drollness,1,9,2,7,0,0.285714285714286
manuscriptal,1,12,4,8,0,0.5
bles,0,4,1,3,0,0.333333333333333
agami,1,5,3,2,0,1.5
edan,1,4,2,2,0,1
carlyn,1,6,1,5,0,0.2
daesson,0,7,3,4,0,0.75
violer,1,6,3,3,0,1
chining,1,7,2,5,0,0.4
borosilicate,1,12,6,6,0,1
kyanism,0,7,2,5,0,0.4
uyziezqpjidosnbqpehgpve,0,23,7,16,0,0.4375
weingartner,1,11,4,7,0,0.571428571428571
inebriant,1,9,4,5,0,0.8
filoplumaceous,1,14,7,7,0,1
alkalises,1,9,4,5,0,0.8
protomartyr,1,11,3,8,0,0.375
miscaller,1,9,3,6,0,0.5
lucubration,1,11,5,6,0,0.833333333333333
wawaka,1,6,3,3,0,1
divebombing,1,11,4,7,0,0.571428571428571
unscaly,1,7,2,5,0,0.4
zmiz,0,4,1,3,0,0.333333333333333
zincivier,0,9,4,5,0,0.8
ueneengelewerotiffowapidelaly,0,29,14,15,0,0.933333333333333
choultry,1,8,2,6,0,0.333333333333333
intraphilosophic,1,16,6,10,0,0.6
surestation,0,11,5,6,0,0.833333333333333
trestles,1,8,2,6,0,0.333333333333333
praepubis,1,9,4,5,0,0.8
favowerlunut,0,12,5,7,0,0.714285714285714
mifflinburg,1,11,3,8,0,0.375
florey,1,6,2,4,0,0.5
ghardaoa,1,8,4,4,0,1
guggles,1,7,2,5,0,0.4
riandella,0,9,4,5,0,0.8
tuneful,1,7,3,4,0,0.75
ardol,0,5,2,3,0,0.666666666666667
polystomella,1,12,4,8,0,0.5
areters,0,7,3,4,0,0.75
monmatvopl,0,10,3,7,0,0.428571428571429
palterers,1,9,3,6,0,0.5
underscrub,1,10,3,7,0,0.428571428571429
reflexes,1,8,3,5,0,0.6
mismanageablenesses,0,19,8,11,0,0.727272727272727
tortenter,0,9,3,6,0,0.5
neutrodyne,1,10,4,6,0,0.666666666666667
priapulacea,1,11,6,5,0,1.2
bianchi,1,7,3,4,0,0.75
aughtkedurpreglous,0,18,7,11,0,0.636363636363636
doctor,1,6,2,4,0,0.5
goats,1,5,2,3,0,0.666666666666667
excoriator,1,10,5,5,0,1
dkpcw,0,5,0,5,0,0
allene,1,6,3,3,0,1
almains,1,7,3,4,0,0.75
admitier,0,8,4,4,0,1
cdorzeduvvd,0,11,3,8,0,0.375
nons,0,4,1,3,0,0.333333333333333
zira,1,4,2,2,0,1
pric,0,4,1,3,0,0.333333333333333
corylet,1,7,2,5,0,0.4
playmology,0,10,3,7,0,0.428571428571429
pirogueships,0,12,5,7,0,0.714285714285714
customisers,1,11,4,7,0,0.571428571428571
arod,0,4,2,2,0,1
negroperates,0,12,5,7,0,0.714285714285714
delaware,1,8,4,4,0,1
trabaalogy,0,10,4,6,0,0.666666666666667
psychoprophagous,0,16,5,11,0,0.454545454545455
nonadapting,1,11,4,7,0,0.571428571428571
prodomons,0,9,3,6,0,0.5
wwwyrloserqufusglrsrqhz'ftftg,0,29,4,25,1,0.16
depp,1,4,1,3,0,0.333333333333333
blackworks,0,10,2,8,0,0.25
secernmentalism,0,15,5,10,0,0.5
benone,0,6,3,3,0,1
